operation_id,date,month,operation_type,amount,signed_amount,counterparty,description,raw_credit,raw_debit,raw_date,date_parse_source,category_rule,subcategory_rule,rule_confidence,rule_reason,category_llm,subcategory_llm,llm_confidence,llm_reason,llm_error,category_final,subcategory_final,category_group,category_source,category_confidence,needs_review,review_reason,cash_flow_section
1,2025-05-01,2025-05,debit,1690.0,-1690.0,"АО ""АЛЬФА-БАНК""","Комиссия за обсл.счета за период с 01.04.25 по 30.04.25 по ПУ ""Активный бизнес"" Осн.тарифы Банка,НДС не облаг. ООО ""СЛАДКИЙ ГОРОДОК""",0.0,1690.0,2025-05-01,operation_date:iso_%Y-%m-%d,Банковские комиссии и эквайринг,неизвестно,0.96,банковская комиссия,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Банковские комиссии и эквайринг,неизвестно,Операционные платежи,rule,0.96,False,,operating_outflow
2,2025-05-05,2025-05,credit,16857.6,16857.6,"ООО ""ТОРГСЕРВИС 71""",Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Тула Парковая 7а. Сумма 16857-60 В т.ч. НДС(10%) 1532-51,16857.6,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
3,2025-05-05,2025-05,credit,6693.2,6693.2,"ООО ""ТОРГСЕРВИС 71""",Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Тула Скуратовская 100А. Сумма 6693-20 В т.ч. НДС(10%) 608-47,6693.2,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
4,2025-05-05,2025-05,credit,5800.0,5800.0,"ООО ""ТОРГСЕРВИС 71"" p/c 40702810866000016175 ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г.Тула",Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Алексин Тульская зд 141 к1. Сумма 5800-00 В т.ч. НДС(10%) 527-27,5800.0,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
5,2025-05-05,2025-05,credit,1400.0,1400.0,"ООО ""ТОРГСЕРВИС 150"" p/c 40702810140000078025 ПАО СБЕРБАНК г.Москва",Оплата за товар согласно договору поставки № ТС150/25-241ПМСК от 31.12.2024 Волоколамск Спасс Центральная стр12бСумма 1400-00В т.ч. НДС(10%) 127-27,1400.0,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
6,2025-05-05,2025-05,credit,2400.0,2400.0,"ООО ""ТОРГСЕРВИС 50"" p/c 40702810540000064309 ПАО СБЕРБАНК г.Москва",Оплата за товар согласно договору поставки № ТС50/25-241ПМСК от 31.12.2024 Воскресенск Гаражная 1ГСумма 2400-00В т.ч. НДС(10%) 218-18,2400.0,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
7,2025-05-05,2025-05,credit,9600.0,9600.0,"ООО ""ТОРГСЕРВИС 50"" p/c 40702810940000066981 ПАО СБЕРБАНК г.Москва",Оплата за товар согласно договору поставки № ТС50/25-241ПМСК от 31.12.2024 Серпухов Заводской пр 40Сумма 9600-00В т.ч. НДС(10%) 872-73,9600.0,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
8,2025-05-05,2025-05,credit,11400.0,11400.0,"ООО ""ТОРГСЕРВИС 71"" p/c 40702810166000014673 ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г.Тула",Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Одоев 50 лет Октября. Сумма 11400-00 В т.ч. НДС(10%) 1036-36,11400.0,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
9,2025-05-05,2025-05,credit,2600.0,2600.0,"ООО ""ТОРГСЕРВИС 50"" p/c 40702810340000064305 ПАО СБЕРБАНК г.Москва",Оплата за товар согласно договору поставки № ТС50/25-241ПМСК от 31.12.2024 Руза Социалистическая 78аСумма 2600-00В т.ч. НДС(10%) 236-36,2600.0,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
10,2025-05-05,2025-05,credit,2200.0,2200.0,"ООО ""ТОРГСЕРВИС 50"" p/c 40702810440000063112 ПАО СБЕРБАНК г.Москва",Оплата за товар согласно договору поставки № ТС50/25-241ПМСК от 31.12.2024 Посад Павловский Интернациональная 55 стр 1Сумма 2200-00В т.ч. НДС(10%) 200-00,2200.0,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
11,2025-05-05,2025-05,credit,4800.0,4800.0,"ООО ""ТОРГСЕРВИС 50"" p/c 40702810640000063129 ПАО СБЕРБАНК г.Москва",Оплата за товар согласно договору поставки № ТС50/25-241ПМСК от 31.12.2024 Волоколамск Ново-Солдатская 23Сумма 4800-00В т.ч. НДС(10%) 436-36,4800.0,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
12,2025-05-05,2025-05,credit,4800.0,4800.0,"ООО ""ТОРГСЕРВИС 71"" p/c 40702810266000015129 ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г.Тула",Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Товарковский Кирова 9Г. Сумма 4800-00 В т.ч. НДС(10%) 436-36,4800.0,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
13,2025-05-05,2025-05,credit,3200.0,3200.0,"ООО ""ТОРГСЕРВИС 50"" p/c 40702810940000030771 ПАО СБЕРБАНК г.Москва",Оплата за товар согласно договору поставки № ТС50/25-241ПМСК от 31.12.2024 Кузнецы 76АСумма 3200-00В т.ч. НДС(10%) 290-91,3200.0,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
14,2025-05-05,2025-05,credit,3000.0,3000.0,"ООО ""ТОРГСЕРВИС 50"" p/c 40702810940000026976 ПАО СБЕРБАНК г.Москва",Оплата за товар согласно договору поставки № ТС50/25-241ПМСК от 31.12.2024 Можайск Воинов-интернационалистов 12Сумма 3000-00В т.ч. НДС(10%) 272-73,3000.0,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
15,2025-05-05,2025-05,credit,6588.2,6588.2,"ООО ""ТОРГСЕРВИС 71"" p/c 40702810266000016267 ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г.Тула",Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Дубна Первомайская 10. Сумма 6588-20 В т.ч. НДС(10%) 598-93,6588.2,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
16,2025-05-05,2025-05,debit,20000.0,-20000.0,"ООО ""ТК ""ШЕБЕКИНСКИЙ КАРТОН""","Оплата по торг-12 № 445 от02.03.2025 за гофролоток. В том числе НДС 20%, 3333.33 руб.",0.0,20000.0,2025-05-05,operation_date:iso_%Y-%m-%d,Упаковка и расходники,коробки,0.94,упаковка/расходники,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Упаковка и расходники,коробки,Операционные платежи,rule,0.94,False,,operating_outflow
17,2025-05-05,2025-05,debit,38850.0,-38850.0,Мишаткина Марина Викторовна,Оплата по договору № 12/2024 от 5 декабря 2024г за услуги. НДС не облагается,0.0,38850.0,2025-05-05,operation_date:iso_%Y-%m-%d,Персонал,подрядчики,0.89,повторяющиеся услуги физлица,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Персонал,подрядчики,Операционные платежи,rule_low_confidence,0.89,False,,operating_outflow
18,2025-05-05,2025-05,debit,32000.0,-32000.0,Мишаткина Марина Викторовна,Оплата по договору № 12/2024 от 5 декабря 2024г за услуги. НДС не облагается,0.0,32000.0,2025-05-05,operation_date:iso_%Y-%m-%d,Персонал,подрядчики,0.89,повторяющиеся услуги физлица,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Персонал,подрядчики,Операционные платежи,rule_low_confidence,0.89,False,,operating_outflow
19,2025-05-05,2025-05,debit,20000.0,-20000.0,Казначейство России ( ФНС России),Единый налоговый платеж. НДС не облагается,0.0,20000.0,2025-05-05,operation_date:iso_%Y-%m-%d,"Налоги, взносы, штрафы",неизвестно,0.95,налоги/взносы/штрафы,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,"Налоги, взносы, штрафы",неизвестно,Операционные платежи,rule,0.95,False,,operating_outflow
20,2025-05-05,2025-05,debit,5875.0,-5875.0,Сушкина Оксана Васильевна,Заработная плата за 2 половину апреля 2025г. НДС не облагается,0.0,5875.0,2025-05-05,operation_date:iso_%Y-%m-%d,Персонал,зарплата,0.93,персонал,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Персонал,зарплата,Операционные платежи,rule,0.93,False,,operating_outflow
21,2025-05-05,2025-05,debit,3161.0,-3161.0,"ООО ""БИЗНЕС-СОФТ""",оплата по счету № 170 от 28.04.2025. облачная инфраструктура 1с бухгалтерия за май 2025. НДС не облагается,0.0,3161.0,2025-05-05,operation_date:iso_%Y-%m-%d,"Связь, сервисы и подписки",сервисы / отчётность / связь,0.91,цифровой сервис или связь,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,"Связь, сервисы и подписки",сервисы / отчётность / связь,Операционные платежи,rule,0.91,False,,operating_outflow
22,2025-05-05,2025-05,credit,8495.77,8495.77,"ООО ""ВОСТОРГ 76""",Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Тула Парковая 7Сумма 8495-77В т.ч. НДС(10%) 772-34,8495.77,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
23,2025-05-05,2025-05,credit,3252.52,3252.52,"ООО ""ВОСТОРГ 76""",Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Брянск 50-й Армии 1ДСумма 3252-52В т.ч. НДС(10%) 295-68,3252.52,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
24,2025-05-05,2025-05,credit,2380.0,2380.0,"ООО ""ТОРГСЕРВИС 150""",Оплата за товар согласно договору поставки № ТС150/25-241ПМСК от 31.12.2024 Луховицы Гагарина 45а-1Сумма 2380-00В т.ч. НДС(10%) 216-36,2380.0,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
25,2025-05-05,2025-05,credit,4340.0,4340.0,"ООО ""ТОРГСЕРВИС 150""",Оплата за товар согласно договору поставки № ТС150/25-241ПМСК от 31.12.2024 Можайск Коммунистическая 1Сумма 4340-00В т.ч. НДС(10%) 394-55,4340.0,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
26,2025-05-05,2025-05,credit,3400.0,3400.0,"ООО ""ТОРГСЕРВИС 150""",Оплата за товар согласно договору поставки № ТС150/25-241ПМСК от 31.12.2024 Куровское Совхозная 25Сумма 3400-00В т.ч. НДС(10%) 309-09,3400.0,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
27,2025-05-05,2025-05,credit,10401.43,10401.43,"ООО ""ВОСТОРГ 76""",Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Воронеж 45-й стрелковой дивизии 255вСумма 10401-43В т.ч. НДС(10%) 945-58,10401.43,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
28,2025-05-05,2025-05,credit,7766.83,7766.83,"ООО ""ВОСТОРГ 76""",Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Воронеж Дубровина 3ВСумма 7766-83В т.ч. НДС(10%) 706-08,7766.83,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
29,2025-05-05,2025-05,credit,6119.72,6119.72,"ООО ""ВОСТОРГ 76""",Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Воронеж Машиностроителей 24Сумма 6119-72В т.ч. НДС(10%) 556-34,6119.72,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
30,2025-05-05,2025-05,credit,6643.8,6643.8,"ООО ""ВОСТОРГ 76""",Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Подольск Загородная 1Сумма 6643-80В т.ч. НДС(10%) 603-98,6643.8,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
31,2025-05-05,2025-05,credit,5898.0,5898.0,"ООО ""ВОСТОРГ 76""",Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Электросталь Тевосяна 25Сумма 5898-00В т.ч. НДС(10%) 536-18,5898.0,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
32,2025-05-05,2025-05,credit,1024.0,1024.0,"ООО ""ВОСТОРГ 76""",Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Курск Кулакова 146зСумма 1024-00В т.ч. НДС(10%) 93-09,1024.0,0.0,2025-05-05,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
33,2025-05-06,2025-05,debit,20000.0,-20000.0,"ООО ""СКХ""","Оплата по Договору № 01 от 28.12.2023г. арендная плата ( постоянная часть)за февраль 2025г. В том числе НДС 20%, 3333.33 руб.",0.0,20000.0,2025-05-06,operation_date:iso_%Y-%m-%d,Аренда и коммунальные платежи,аренда,0.96,аренда/коммунальные; приоритет над номером договора Б/О,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Аренда и коммунальные платежи,аренда,Операционные платежи,rule,0.96,False,,operating_outflow
34,2025-05-06,2025-05,debit,60000.0,-60000.0,"ООО ""ГИЛЬДИЯ ""РОМБ""","Оплата по УПД № 267 от 18.02.2025, за маргарин, мука. В том числе НДС 10%, 5454.55 руб. частично",0.0,60000.0,2025-05-06,operation_date:iso_%Y-%m-%d,Закупки для производства,мука,0.94,сырьё/ингредиенты,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Закупки для производства,мука,Операционные платежи,rule,0.94,False,,operating_outflow
35,2025-05-06,2025-05,debit,60000.0,-60000.0,"ООО ""РУСАГРИКОМ""","Оплата по УПД № 1689 от 11.03.2025. за маргарин. В том числе НДС 10%, 5454.55 руб. частично",0.0,60000.0,2025-05-06,operation_date:iso_%Y-%m-%d,Закупки для производства,масло / жиры,0.94,сырьё/ингредиенты,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Закупки для производства,масло / жиры,Операционные платежи,rule,0.94,False,,operating_outflow
36,2025-05-06,2025-05,debit,20000.0,-20000.0,Казначейство России ( ФНС России),Единый налоговый платеж. НДС не облагается,0.0,20000.0,2025-05-06,operation_date:iso_%Y-%m-%d,"Налоги, взносы, штрафы",неизвестно,0.95,налоги/взносы/штрафы,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,"Налоги, взносы, штрафы",неизвестно,Операционные платежи,rule,0.95,False,,operating_outflow
37,2025-05-06,2025-05,credit,9400.0,9400.0,"ООО ""ТОРГСЕРВИС 71""",Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Суворов Чайковского 14а. Сумма 9400-00 В т.ч. НДС(10%) 854-55,9400.0,0.0,2025-05-06,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
38,2025-05-06,2025-05,credit,14763.4,14763.4,"ООО ""ТОРГСЕРВИС 71""",Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Киреевск Геологов 1а. Сумма 14763-40 В т.ч. НДС(10%) 1342-13,14763.4,0.0,2025-05-06,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
39,2025-05-07,2025-05,credit,27627.0,27627.0,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810566000001765 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ТУЛА МАРАТА 59. СУММА 27627-00 В Т.Ч. НДС(10%) 2511-55,27627.0,0.0,2025-05-07,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
40,2025-05-07,2025-05,credit,11102.2,11102.2,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810166000014424 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ТУЛА ВЕНЕВСКОЕ 6. СУММА 11102-20 В Т.Ч. НДС(10%) 1009-29,11102.2,0.0,2025-05-07,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
41,2025-05-07,2025-05,credit,17506.2,17506.2,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810366000016714 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ТУЛА Ф ЭНГЕЛЬСА 12. СУММА 17506-20 В Т.Ч. НДС(10%) 1591-47,17506.2,0.0,2025-05-07,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
42,2025-05-07,2025-05,credit,16682.4,16682.4,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810866000016696 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ЗАОКСКИЙ АВТОДОРОЖНАЯ 1Б. СУММА 16682-40 В Т.Ч. НДС(10%) 1516-58,16682.4,0.0,2025-05-07,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
43,2025-05-07,2025-05,credit,5305.6,5305.6,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810166000015986 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ПЛАВСК ОСТРОВСКОГО 7. СУММА 5305-60 В Т.Ч. НДС(10%) 482-33,5305.6,0.0,2025-05-07,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
44,2025-05-07,2025-05,credit,15355.6,15355.6,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810966000001776 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 НОВОМОСКОВСК ПЕРВОМАЙСКАЯ 83. СУММА 15355-60 В Т.Ч. НДС(10%) 1395-96,15355.6,0.0,2025-05-07,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
45,2025-05-07,2025-05,credit,7619.0,7619.0,"Общество с ограниченной ответственностью ""Деловые Линии"" Р/С 40702810432000001751","Возврат излишне перечисл. ден. средств за услуги по акту сверки б/н от 05.05.25 Сумма 7619-00, в т.ч. НДС(20) - 1269-83",7619.0,0.0,2025-05-07,operation_date:iso_%Y-%m-%d,Возвраты,возврат от поставщика,0.91,возврат,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Возвраты,возврат от поставщика,Операционные платежи,rule,0.91,False,,operating_adjustment
46,2025-05-07,2025-05,credit,8755.4,8755.4,"ООО ""ВОСТОРГ 76"" Р/С 40702810130000043953 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № 36/ВС ОТ 20.09.2023 МОСКВА ВЕРНИСАЖНАЯ 13СУММА 8755-40В Т.Ч. НДС(10%) 795-95,8755.4,0.0,2025-05-07,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
47,2025-05-07,2025-05,credit,2800.0,2800.0,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810440000077959 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 РОШАЛЬ КОСЯКОВА 4СУММА 2800-00В Т.Ч. НДС(10%) 254-55,2800.0,0.0,2025-05-07,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
48,2025-05-07,2025-05,credit,1400.0,1400.0,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810840000080371 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 ЗАРАЙСК КВ ЮЖНЫЙ 14СУММА 1400 -00В Т.Ч. НДС(10%) 127-27,1400.0,0.0,2025-05-07,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
49,2025-05-07,2025-05,credit,1800.0,1800.0,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810940000090915 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 РУЗА ДОРОХОВО НЕВКИПЕЛОГО 4АСУММА 1800-00В Т.Ч. НДС(10%) 163-64,1800.0,0.0,2025-05-07,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
